"","s1"
"2637",12.0241689488502
"2638",12.4590514166309
"2639",12.1580690674783
"2640",11.8943617677618
"2641",11.5645931478994
"2642",12.1380183367036
"2643",11.5879163942686
"2644",11.7188867217177
"2645",11.547924160202
"2646",11.4793223071555
"2647",11.5765258373305
"2648",11.9225017411393
"2649",11.9041468184704
"2650",11.7290119248025
"2651",11.8718086183111
"2652",12.8577898980093
"2653",12.4858375002504
"2654",12.4828881486209
"2655",12.8374591575671
"2656",12.6956831220102
"2657",12.6908096093223
"2658",12.6646061320159
"2659",12.6428051617062
"2660",12.7986864978369
"2661",12.6788327462339
"2662",12.6595070476985
"2663",12.6822456161181
"2664",12.4452872238956
"2665",12.6476886696451
"2666",12.5101078987309
"2667",12.1634790245382
"2668",12.125697798909
"2669",12.1420367941893
"2670",12.5239190335963
"2671",12.1670256804166
"2672",12.1765563197489
"2673",12.1846285028974
"2674",12.1959666732339
"2675",12.0501602961222
"2676",12.1793354689899
"2677",12.203546871777
"2678",12.3862757573591
"2679",12.5895871408252
"2680",12.582915757705
"2681",12.7754707367714
"2682",12.6937163429783
"2683",13.0625430090002
"2684",12.6536638143861
"2685",12.7309868432914
"2686",12.5108457017832
"2687",12.6342511272746
"2688",12.2730471098
"2689",12.2479232885554
"2690",12.8195639360093
"2691",12.2174943168686
"2692",11.8784579478589
"2693",12.2033952583694
"2694",11.8287071269577
"2695",12.1922602274192
"2696",12.1581855134316
"2697",12.1750321808472
"2698",12.2440658276946
"2699",12.0726004249774
"2700",11.9667564616364
"2701",11.9231946989405
"2702",11.6386194867143
"2703",11.7266784766904
"2704",11.8994183120453
"2705",11.6584422709776
"2706",11.548701514143
"2707",11.6871127357009
"2708",11.777959688224
"2709",11.5383642589675
"2710",11.7496610263994
"2711",12.3864941022997
"2712",12.8778475710067
"2713",12.0646410976989
"2714",11.9442995729216
"2715",12.0340527528933
"2716",11.9437944562623
"2717",12.2341631149615
"2718",12.3777720828777
"2719",11.9164804445872
"2720",12.0357665486383
"2721",11.7839395550065
"2722",11.9964129067425
"2723",11.8082435216174
"2724",11.6825310039894
"2725",11.8028360624968
"2726",11.8804629583643
"2727",12.1466531573816
"2728",12.0968350444521
"2729",11.9153412480923
"2730",11.8595225500131
"2731",11.6639850997173
"2732",11.7938942480169
"2733",11.9322044537891
"2734",11.8113033451094
"2735",11.8479740473593
"2736",11.8214425984792
"2737",11.7101631644098
"2738",11.8743103409985
"2739",11.967406389792
"2740",11.7577189182001
"2741",11.8539357303459
"2742",11.9036626102427
"2743",11.9927897552806
"2744",11.9485978339377
"2745",11.8614526329785
"2746",11.8322517520921
"2747",11.9019746058803
"2748",11.7580035429685
"2749",11.8654898307737
"2750",11.7781528853959
"2751",11.8369579657093
"2752",12.1027602733524
"2753",12.0113948492746
"2754",12.3197174521461
"2755",11.8343964764659
"2756",11.5214931079506
"2757",11.2422755927625
"2758",11.5501996581811
"2759",11.9528810123117
"2760",11.753555772756
"2761",11.8492382624311
"2762",11.8737171349409
"2763",12.1532029548676
"2764",11.9603472374187
"2765",12.4130261629175
"2766",11.59681589241
"2767",11.4321078332134
"2768",11.7970621006218
"2769",11.7671333967621
"2770",11.7989298584013
"2771",11.6311841338614
"2772",11.694510598243
"2773",12.1614464705186
"2774",11.7810694642054
"2775",11.6665428250278
"2776",11.8493381855688
"2777",11.8906473866591
"2778",11.5380381472683
"2779",11.7506594393222
"2780",11.4402224597602
"2781",11.4030785367536
"2782",11.553654970445
"2783",11.6662712998967
"2784",11.7151834796986
"2785",11.8618194182311
"2786",11.2485304998663
"2787",11.6626615193763
"2788",11.3181448548826
"2789",12.0576692292867
"2790",11.4822170883936
"2791",11.7281276446982
"2792",11.2131639911908
"2793",11.7249416973753
"2794",11.6464506975366
"2795",11.772599376299
"2796",11.5730320239819
"2797",11.9703218748386
"2798",11.7050274763094
"2799",11.6254279621149
"2800",11.144809235146
"2801",11.4309174553716
"2802",11.7183695059669
"2803",11.879286403864
"2804",11.7298836801427
"2805",11.4006063318943
"2806",11.4087637479427
"2807",12.1003531022465
"2808",11.9025028745898
"2809",11.6986239020526
"2810",11.7473408793445
"2811",12.0075082937903
"2812",12.0191700467109
"2813",11.9769264265833
"2814",11.9778358529266
"2815",11.4718372671985
"2816",12.2220103136137
"2817",12.0017945043721
"2818",11.7203075886748
"2819",12.1516275482178
"2820",11.8682880432027
"2821",11.6077585951947
"2822",12.1639875620783
"2823",12.5832683980033
"2824",12.0711578216979
"2825",11.9186971445821
"2826",11.7975552589927
"2827",11.8130572177682
"2828",12.2325633910286
"2829",12.2628917837839
"2830",12.37625584675
"2831",12.0705825061084
"2832",12.4275974739035
"2833",12.5089103939615
"2834",12.2900182159838
"2835",12.2335290150842
"2836",12.1598679286345
"2837",12.0008555826187
"2838",11.9587462242556
"2839",12.1609114998716
"2840",12.173517066028
"2841",12.2128508420403
"2842",12.3325398342646
"2843",11.8851547606737
"2844",12.1031514750093
"2845",11.6968513331361
"2846",12.2254374000188
"2847",12.2890524448369
"2848",12.2534073738067
"2849",12.1983828301788
"2850",12.5336108133542
"2851",12.2634984651469
"2852",12.3389123782619
"2853",12.3841960177532
"2854",11.8730331062797
"2855",12.2041224481855
"2856",12.218631506568
"2857",12.1473181994929
"2858",12.210575740867
"2859",11.7200844794481
"2860",11.7590419663981
"2861",11.6789447934704
"2862",12.1461378088955
"2863",11.7195925686497
"2864",12.3534463629631
"2865",11.8445991148274
"2866",11.8673713105116
"2867",11.5259853762606
"2868",11.5564334923349
"2869",11.4858281565458
"2870",11.7243113921817
"2871",11.3452728829704
"2872",11.058107524926
"2873",11.4910442429691
"2874",11.8874464818847
"2875",11.5710989637103
"2876",11.9368038008522
"2877",11.859150954339
"2878",11.890617173531
"2879",11.8895230956153
"2880",11.539691237426
"2881",11.8756351552632
"2882",12.0601318660984
"2883",12.1395557744456
"2884",12.2639144392524
"2885",12.1124498150405
"2886",12.3313033449972
"2887",11.3465658352458
"2888",11.7764841837107
"2889",10.9482283253078
"2890",11.2950778361564
"2891",11.7827979824136
"2892",10.8591488518959
"2893",11.3139838450551
"2894",11.1376288875465
"2895",12.6658609911934
"2896",12.5505405560392
"2897",12.1280575409572
"2898",11.9505977408328
"2899",12.2566723531362
"2900",11.9388127907389
"2901",12.191215658629
"2902",12.1378833414244
"2903",12.6491876485041
"2904",12.6500140564692
"2905",11.4284935002603
"2906",12.113474933937
"2907",11.644794242083
"2908",11.7736215979008
"2909",11.9785385440351
"2910",11.2899013301765
"2911",11.3415982947249
"2912",11.9642719490347
"2913",11.3522087216651
"2914",11.3257798611924
"2915",11.3385669314506
"2916",11.4003581283531
"2917",12.054792125969
"2918",11.6864389597359
"2919",12.2478208122706
