(log)saleprice,Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,log(GrLivArea),GrLivArea
5.378397901,418,70,RL,22420,Pave,IR1,Lvl,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,2Story,6,6,1918,1950,Hip,CompShg,Wd Sdng,Stucco,TA,TA,BrkTil,1128,0,242,1370,GasW,TA,N,1370,1254,0,1,0,2,1,4,1,TA,10,Typ,1,3,864,N,0,0,0,0,0,0,0,11,2007,WD,Normal,3.418963831,2624
5.100370545,419,50,RL,8160,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,312,0,444,756,GasA,Fa,N,756,378,0,1,0,1,1,3,1,TA,7,Typ,0,1,240,P,0,0,0,0,0,0,0,4,2007,WD,AdjLand,3.054613055,1134
5.152288344,420,20,RL,8450,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,775,0,281,1056,GasA,Ex,Y,1056,0,0,1,0,1,0,3,1,TA,6,Typ,1,1,304,Y,0,85,184,0,0,0,0,7,2010,WD,Normal,3.023663918,1056
5.314499228,421,90,RM,7060,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,TA,Gd,PConc,1309,0,35,1344,GasA,Ex,Y,1344,0,0,2,0,2,0,2,2,TA,8,Typ,0,4,784,Y,0,0,0,0,0,0,0,11,2008,WD,Alloca,3.128399269,1344
5.33243846,422,20,RL,16635,Pave,IR1,Lvl,FR2,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2000,Gable,CompShg,CemntBd,CmentBd,Gd,TA,CBlock,1246,0,356,1602,GasA,Gd,Y,1602,0,0,0,1,2,0,3,1,Gd,8,Typ,1,2,529,Y,240,0,0,0,0,0,0,6,2009,WD,Normal,3.204662512,1602
5.053078443,423,20,RL,21750,Pave,Reg,HLS,Inside,Mod,Mitchel,Artery,Norm,1Fam,1Story,5,5,1954,1954,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,0,0,988,988,GasA,Ex,Y,988,0,0,0,0,1,0,2,1,TA,4,Typ,0,2,520,N,0,0,0,0,0,0,0,2,2008,WD,Normal,2.994756945,988
5.498310554,424,60,RL,9200,Pave,Reg,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,986,0,484,1470,GasA,Gd,Y,1470,1160,0,1,0,2,1,4,1,Gd,8,Typ,1,3,696,Y,0,66,0,0,0,0,0,6,2008,WD,Normal,3.419955748,2630
5.1430148,425,20,RL,9000,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,616,0,580,1196,GasA,Gd,Y,1196,0,0,1,0,1,0,2,1,TA,6,Typ,1,1,297,Y,0,44,0,0,0,0,0,5,2008,WD,Normal,3.07773118,1196
5.130333768,426,60,RM,3378,Pave,Reg,HLS,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1946,1992,Gable,CompShg,HdBoard,HdBoard,TA,Gd,CBlock,0,0,651,651,GasA,Gd,Y,707,682,0,0,0,1,1,3,1,TA,6,Typ,2,1,240,P,0,0,126,0,0,0,0,9,2009,WD,Normal,3.142702246,1389
5.439332694,427,80,RL,12800,Pave,Reg,Low,Inside,Mod,SawyerW,Norm,Norm,1Fam,SLvl,7,5,1989,1989,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,TA,PConc,1518,0,0,1518,GasA,Gd,Y,1644,0,0,1,1,2,0,2,1,Gd,5,Typ,1,2,569,Y,80,0,0,0,396,0,0,8,2009,WD,Normal,3.215901813,1644
5.037458372,428,20,RL,8593,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1957,1957,Hip,CompShg,MetalSd,MetalSd,TA,TA,CBlock,288,0,619,907,GasA,Ex,Y,907,0,0,0,0,1,0,3,1,TA,5,Typ,0,1,352,Y,0,0,0,0,0,0,0,7,2008,WD,Normal,2.957607287,907
5.290924559,429,20,RL,6762,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,664,0,544,1208,GasA,Ex,Y,1208,0,0,1,0,2,0,2,1,Gd,6,Typ,0,2,628,Y,105,54,0,0,0,0,0,9,2007,New,Partial,3.082066934,1208
5.243038049,430,20,RL,11457,Pave,IR1,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,1005,0,387,1392,GasA,TA,Y,1412,0,0,1,0,2,0,3,1,Gd,6,Typ,1,2,576,Y,0,0,169,0,0,0,0,3,2009,WD,Normal,3.149834697,1412
4.931457871,431,160,RM,1680,Pave,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,387,0,96,483,GasA,TA,Y,483,504,0,0,0,1,1,2,1,TA,4,Typ,0,1,264,Y,0,0,0,0,0,0,0,7,2008,COD,Abnorml,2.994317153,987
4.902546779,432,50,RM,5586,Pave,IR1,Bnk,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6,7,1920,1998,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,0,0,901,901,GasA,Gd,Y,1088,110,0,0,0,1,0,4,1,TA,7,Typ,0,0,0,N,0,98,0,0,0,0,0,9,2008,ConLD,Abnorml,3.078456818,1198
5.088136089,433,160,RM,1920,Pave,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,471,0,294,765,GasA,Ex,Y,765,600,0,1,0,1,1,2,1,TA,6,Min1,0,2,440,Y,240,36,0,0,0,0,0,8,2007,WD,Normal,3.135132651,1365
5.257678575,434,60,RL,10839,Pave,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,0,0,926,926,GasA,Ex,Y,926,678,0,0,0,2,1,3,1,TA,7,Typ,1,2,470,Y,0,36,0,0,0,0,0,7,2008,WD,Normal,3.205204364,1604
4.908485019,435,180,RM,1890,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,TA,Gd,CBlock,495,0,135,630,GasA,Gd,Y,630,0,0,1,0,1,0,1,1,TA,3,Typ,0,0,0,Y,88,0,0,0,0,0,0,6,2008,WD,Normal,2.799340549,630
5.326335861,436,60,RL,10667,Pave,IR2,Lvl,CulDSac,Gtl,CollgCr,PosN,Norm,1Fam,2Story,7,6,1996,1996,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,385,344,70,799,GasA,Ex,Y,827,834,0,1,0,2,1,3,1,Gd,6,Typ,1,2,550,Y,158,61,0,0,0,0,0,4,2009,ConLw,Normal,3.220369632,1661
5.064457989,437,50,RM,4400,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1920,1950,Gable,CompShg,Stucco,Stucco,TA,TA,BrkTil,0,0,648,648,GasA,TA,Y,734,384,0,0,0,1,0,2,1,TA,6,Typ,0,2,440,Y,0,0,0,0,0,0,0,10,2006,WD,Normal,3.048441804,1118
5.075546961,438,45,RM,6000,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,2004,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,TA,PConc,0,0,884,884,GasA,Gd,Y,904,0,0,0,0,1,0,2,1,TA,4,Typ,0,1,180,Y,0,0,105,0,0,0,0,1,2009,WD,Normal,2.95616843,904
4.955928157,439,30,RL,4280,Pave,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,1913,2002,Gable,CompShg,WdShing,Stucco,TA,TA,PConc,365,0,75,440,GasA,TA,N,694,0,0,0,0,1,0,2,1,Gd,4,Typ,1,1,352,P,0,0,34,0,0,0,0,3,2007,WD,Normal,2.84135947,694
5.041392685,440,50,RL,12354,Pave,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,1920,2000,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,0,0,684,684,GasA,Gd,Y,684,512,0,0,0,1,0,3,1,Gd,7,Typ,0,2,528,Y,0,46,0,0,0,0,800,8,2009,ConLI,Normal,3.07773118,1196
5.744292983,441,20,RL,15431,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Ex,TA,PConc,1767,539,788,3094,GasA,Ex,Y,2402,0,0,1,0,2,0,2,1,Ex,10,Typ,2,3,672,Y,0,72,0,0,170,0,0,4,2009,WD,Normal,3.380573003,2402
5.071882007,442,90,RL,12108,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,4,1955,1955,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,133,0,1307,1440,GasA,TA,N,1440,0,0,0,0,2,0,4,2,Fa,8,Typ,0,0,0,Y,0,0,0,0,0,0,0,9,2008,WD,Normal,3.158362492,1440
5.211921084,443,50,RM,6240,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1930,1992,Gable,CompShg,MetalSd,MetalSd,TA,TA,PConc,0,0,1078,1078,GasA,TA,Y,1128,445,0,0,0,2,0,3,1,TA,8,Typ,1,2,360,P,0,0,0,0,0,0,0,6,2008,WD,Normal,3.196728723,1573
5.236789099,444,120,RL,3922,Pave,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,WdShing,Wd Shng,Gd,TA,PConc,0,0,1258,1258,GasA,Ex,Y,1258,0,0,0,0,2,0,2,1,Gd,6,Typ,1,3,648,Y,144,16,0,0,0,0,0,6,2007,New,Partial,3.099680641,1258
5.322219295,445,60,RL,8750,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,Gd,Gd,PConc,642,0,273,915,GasA,Ex,Y,933,975,0,1,0,2,1,4,1,Gd,8,Typ,1,2,493,Y,144,133,0,0,0,0,0,7,2008,WD,Normal,3.28057837,1908
5.105510185,446,20,RL,9855,Pave,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,0,0,1436,1436,GasA,Fa,Y,1689,0,0,0,0,1,0,3,1,TA,7,Typ,1,2,480,Y,0,0,0,0,0,0,0,11,2009,COD,Normal,3.22762965,1689
5.278753601,447,20,RL,16492,Pave,IR1,Lvl,Corner,Gtl,NAmes,PosA,Norm,1Fam,1Story,6,6,1966,2002,Gable,CompShg,BrkFace,Plywood,Gd,TA,CBlock,247,713,557,1517,GasA,Ex,Y,1888,0,0,0,0,2,1,2,1,Gd,6,Mod,1,2,578,Y,0,0,0,0,0,0,0,6,2010,WD,Normal,3.27600199,1888
5.300812794,448,60,RL,11214,Pave,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,930,930,GasA,Gd,Y,956,930,0,0,0,2,1,4,1,Gd,10,Typ,1,2,431,Y,89,0,0,0,0,0,0,7,2006,WD,Normal,3.275541688,1886
5.077367905,449,50,RM,8600,Pave,Reg,Bnk,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,0,0,780,780,GasA,TA,Y,780,596,0,0,0,2,0,3,1,TA,7,Typ,1,1,198,N,0,0,0,0,0,0,0,6,2006,WD,Normal,3.138618434,1376
5.079181246,450,50,RM,6000,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,3,7,1948,2002,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,331,0,318,649,GasA,Ex,Y,679,504,0,0,0,1,1,2,1,TA,6,Typ,0,1,308,Y,0,176,0,0,0,0,0,6,2007,WD,Normal,3.072984745,1183
5.041392685,451,30,RM,5684,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,8,1930,2005,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,0,0,813,813,GasA,Ex,Y,813,0,0,0,0,1,0,2,1,Gd,5,Typ,0,1,270,N,0,113,0,0,0,0,0,6,2006,WD,Normal,2.910090546,813
5.447158031,452,20,RL,70761,Pave,IR1,Low,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,5,1975,1975,Gable,WdShngl,Plywood,Plywood,TA,TA,CBlock,655,0,878,1533,GasA,TA,Y,1533,0,0,1,0,2,0,2,1,Gd,5,Typ,2,2,576,Y,200,54,0,0,0,0,0,12,2006,WD,Normal,3.185542155,1533
5.309630167,453,60,RL,9303,Pave,IR1,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,6,5,1996,1997,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,742,0,130,872,GasA,Ex,Y,888,868,0,1,0,2,1,3,1,TA,7,Typ,0,2,422,Y,144,122,0,0,0,0,0,7,2007,WD,Normal,3.244524512,1756
5.322219295,454,60,FV,9000,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,768,768,GasA,Ex,Y,786,804,0,0,0,2,1,3,1,Gd,6,Typ,0,2,676,Y,0,30,0,0,0,0,0,6,2009,WD,Normal,3.201397124,1590
5.274157849,455,90,RL,9297,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,5,5,1976,1976,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,1606,0,122,1728,GasA,TA,Y,1728,0,0,2,0,2,0,4,2,TA,8,Typ,0,2,560,Y,0,0,0,0,0,0,0,7,2006,WD,Family,3.237543738,1728
5.244277121,456,20,RL,9600,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,916,0,326,1242,GasA,Fa,Y,1242,0,0,0,0,1,1,3,1,TA,6,Typ,1,2,528,Y,0,0,0,0,0,0,0,9,2007,WD,Normal,3.094121596,1242
4.991226076,457,70,RM,4571,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,5,1916,1950,Gable,CompShg,AsbShng,AsbShng,TA,TA,BrkTil,0,0,624,624,GasA,Fa,N,624,720,0,0,0,1,0,4,1,TA,7,Typ,0,3,513,Y,0,0,96,0,0,0,0,5,2008,COD,Abnorml,3.128399269,1344
5.408239965,458,20,RL,53227,Pave,IR1,Low,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,1Story,4,6,1954,1994,Flat,Tar&Grv,Plywood,Plywood,TA,TA,CBlock,1116,0,248,1364,GasA,Ex,Y,1663,0,0,1,0,1,0,2,1,Gd,6,Min1,2,2,529,Y,224,137,0,0,0,0,0,3,2008,WD,Normal,3.220892249,1663
5.206825876,459,70,RM,5100,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,7,1925,1996,Hip,CompShg,Stucco,Wd Shng,TA,Gd,PConc,0,0,588,588,GasA,Fa,Y,833,833,0,0,0,1,0,3,1,Gd,7,Typ,1,1,228,Y,192,63,0,0,0,0,0,6,2008,WD,Normal,3.221674997,1666
5.041392685,460,50,RL,7015,Pave,IR1,Bnk,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,1950,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,185,0,524,709,GasA,TA,Y,979,224,0,1,0,1,0,3,1,Gd,5,Typ,1,1,352,Y,0,0,248,0,0,0,0,7,2009,WD,Normal,3.080265627,1203
5.420673475,461,60,FV,8004,Pave,IR1,Lvl,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,8,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,544,0,288,832,GasA,Ex,Y,832,1103,0,1,0,2,1,3,1,TA,8,Typ,0,2,552,Y,0,150,0,0,0,0,0,12,2009,New,Partial,3.286680969,1935
5.190331698,462,70,RL,7200,Pave,Reg,Lvl,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,7,9,1936,2007,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,Gd,PConc,350,210,0,560,GasA,Ex,Y,575,560,0,1,0,1,0,3,1,Gd,6,Typ,0,2,576,Y,256,0,0,0,0,0,0,4,2009,WD,Normal,3.054995862,1135
4.795066256,463,20,RL,8281,Pave,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,553,311,0,864,GasA,Gd,Y,864,0,0,0,0,1,0,3,1,TA,5,Typ,1,1,360,Y,0,0,236,0,0,0,0,12,2009,WD,Normal,2.936513742,864
5.2757719,464,70,RL,11988,Pave,IR1,HLS,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,7,1934,1995,Hip,CompShg,Stucco,Stucco,TA,TA,CBlock,326,0,389,715,GasA,Fa,Y,849,811,0,0,0,1,1,3,1,TA,6,Typ,1,1,240,Y,0,0,0,0,0,0,0,8,2008,WD,Normal,3.220108088,1660
5.093421685,465,20,RL,8430,Pave,Reg,HLS,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,1978,1978,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,616,0,424,1040,GasA,TA,Y,1040,0,0,0,0,2,0,3,1,TA,5,Typ,0,0,0,Y,0,0,0,0,0,0,0,8,2009,WD,Normal,3.017033339,1040
5.252221754,466,120,RM,3072,Pave,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1375,1375,GasA,Ex,Y,1414,0,0,0,0,2,0,2,1,Gd,6,Typ,1,2,398,Y,144,20,0,0,0,0,0,5,2006,WD,Normal,3.150449409,1414
5.222716471,467,20,RL,10628,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,1970,1970,Flat,Tar&Grv,Plywood,Plywood,TA,Gd,CBlock,778,0,499,1277,GasA,TA,Y,1277,0,0,1,0,1,0,2,1,TA,5,Typ,1,2,526,Y,0,0,0,0,176,0,0,4,2007,WD,Normal,3.106190897,1277
5.165837625,468,70,RL,9480,Pave,Reg,Lvl,Inside,Gtl,NAmes,Artery,Norm,1Fam,2Story,5,7,1942,1995,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,386,0,342,728,GasA,Ex,Y,888,756,0,0,0,1,1,3,1,Gd,7,Typ,2,1,312,Y,168,0,0,0,0,0,0,6,2007,WD,Normal,3.215901813,1644
5.397940009,469,20,RL,11428,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1626,1626,GasA,Ex,Y,1634,0,0,0,0,2,0,3,1,Gd,7,Typ,1,3,866,Y,0,44,0,0,0,0,0,5,2007,WD,Normal,3.213252052,1634
5.271841607,470,60,RL,9291,Pave,IR1,Lvl,Corner,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,6,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,426,0,406,832,GasA,Ex,Y,832,878,0,0,0,2,1,3,1,Gd,7,Typ,0,2,506,Y,144,70,0,0,0,0,0,6,2008,WD,Normal,3.23299611,1710
5.326335861,471,120,RL,6820,Pave,IR1,Lvl,Corner,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,368,1120,0,1488,GasA,TA,Y,1502,0,0,1,0,1,1,1,1,Gd,4,Typ,0,2,528,Y,0,54,0,0,140,0,0,6,2010,WD,Normal,3.176669933,1502
5.278753601,472,60,RL,11952,Pave,Reg,Lvl,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,6,1977,1977,Mansard,WdShake,WdShing,Plywood,TA,TA,CBlock,0,0,808,808,GasA,TA,Y,1161,808,0,0,0,2,1,3,1,TA,8,Typ,1,2,534,Y,0,0,0,0,276,0,0,11,2007,WD,Normal,3.294245716,1969
5.170261715,473,180,RM,3675,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SLvl,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,459,0,88,547,GasA,Ex,Y,1072,0,0,1,0,1,0,2,1,TA,5,Typ,0,2,525,Y,0,28,0,0,0,0,0,6,2008,WD,Normal,3.030194785,1072
5.643452676,474,20,RL,14977,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1350,0,626,1976,GasA,Ex,Y,1976,0,0,1,0,2,0,2,1,Gd,7,Typ,1,3,908,Y,250,63,0,0,0,0,0,7,2007,New,Partial,3.29578694,1976
5.399673721,475,120,RL,5330,Pave,Reg,Lvl,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,Gd,TA,PConc,1196,0,298,1494,GasA,Ex,Y,1652,0,0,1,0,2,0,2,1,Ex,6,Typ,0,2,499,Y,96,48,0,0,0,0,0,8,2007,WD,Normal,3.218010043,1652
5.122215878,476,20,RL,8480,Pave,Reg,Lvl,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,630,0,340,970,GasA,TA,Y,970,0,0,1,0,1,0,2,1,TA,5,Typ,0,2,624,Y,0,24,0,0,192,0,0,7,2007,WD,Normal,2.986771734,970
5.31993844,477,20,RL,13125,Pave,Reg,Lvl,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,994,0,484,1478,GasA,Ex,Y,1493,0,0,1,0,2,0,3,1,Gd,7,Typ,1,2,508,Y,140,39,0,0,0,0,0,4,2008,WD,Normal,3.174059808,1493
5.579783597,478,60,RL,13693,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Ex,TA,PConc,0,0,2153,2153,GasA,Ex,Y,2069,574,0,0,0,2,1,3,1,Ex,9,Typ,1,3,694,Y,414,84,0,0,0,0,0,3,2007,WD,Normal,3.422097163,2643
5.472756449,479,20,RL,10637,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1288,0,417,1705,GasA,Ex,Y,1718,0,0,1,0,2,0,3,1,Gd,7,Typ,1,3,826,Y,208,44,0,0,0,0,0,9,2009,WD,Normal,3.235023159,1718
4.951682291,480,30,RM,5925,Pave,Reg,Bnk,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1937,2000,Hip,CompShg,Stucco,Stucco,TA,TA,BrkTil,168,0,739,907,GasA,TA,Y,1131,0,0,0,0,1,0,2,1,TA,7,Typ,0,2,672,Y,0,72,0,0,0,0,0,3,2007,WD,Alloca,3.053462605,1131
5.5132176,481,20,RL,16033,Pave,IR1,Lvl,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1261,0,572,1833,GasA,Ex,Y,1850,0,0,1,0,2,0,3,1,Gd,8,Typ,1,3,772,Y,519,112,0,0,0,0,0,3,2006,WD,Normal,3.267171728,1850
5.572871602,482,20,RL,11846,Pave,IR1,HLS,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1567,0,225,1792,GasA,Ex,Y,1792,0,0,1,0,2,0,2,1,Ex,6,Typ,1,3,874,Y,206,49,0,0,0,0,0,8,2006,WD,Normal,3.253338005,1792
5.190331698,483,70,RM,2500,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1915,2005,Gable,CompShg,Stucco,Stucco,Gd,TA,PConc,299,0,611,910,GasA,Ex,Y,916,910,0,1,0,1,1,4,1,Ex,7,Min2,1,1,164,Y,0,0,0,0,0,0,0,6,2009,WD,Normal,3.261500773,1826
5.214843848,484,120,RM,4500,Pave,Reg,Lvl,FR2,Gtl,Mitchel,Norm,Norm,Twnhs,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,TA,TA,PConc,897,0,319,1216,GasA,Ex,Y,1216,0,0,1,0,2,0,2,1,TA,5,Typ,0,2,402,Y,0,125,0,0,0,0,0,5,2006,WD,Normal,3.084933575,1216
5.122215878,485,20,RL,7758,Pave,IR1,Lvl,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1962,2001,Gable,CompShg,HdBoard,Plywood,TA,Gd,CBlock,588,0,411,999,GasA,Gd,Y,999,0,0,1,0,1,0,3,1,Gd,6,Typ,0,1,264,Y,0,132,0,0,0,0,0,3,2007,WD,Normal,2.999565488,999
5.167317335,486,20,RL,9600,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,2007,Gable,CompShg,MetalSd,MetalSd,Gd,TA,CBlock,607,0,506,1113,GasA,Gd,Y,1113,0,0,0,0,1,0,3,1,Gd,5,Typ,1,1,264,Y,0,80,120,0,0,0,0,7,2009,WD,Normal,3.046495164,1113
