(log)saleprice,Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,log(GrLivArea),GrLivArea
11.32055357,309,30,RL,12342,Pave,IR1,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,262,0,599,861,GasA,Ex,Y,861,0,0,0,0,1,0,1,1,TA,4,Typ,0,2,539,Y,158,0,0,0,0,0,0,3,2009,WD,Normal,6.758094504,861
12.79385931,310,20,RL,12378,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1274,0,622,1896,GasA,Ex,Y,1944,0,0,1,0,2,0,3,1,Ex,8,Typ,3,3,708,Y,208,175,0,0,0,0,0,11,2006,WD,Normal,7.572502985,1944
12.01733052,311,60,RL,7685,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,518,0,179,697,GasA,Gd,Y,697,804,0,0,0,2,1,3,1,Gd,6,Typ,1,2,420,Y,190,63,0,0,0,0,0,5,2006,WD,Normal,7.313886832,1501
11.7905572,312,20,RL,8000,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1948,2002,Gable,CompShg,VinylSd,VinylSd,TA,Gd,CBlock,680,0,292,972,GasA,Ex,Y,972,0,0,1,0,1,0,2,1,TA,5,Typ,1,1,240,Y,0,0,0,0,0,0,0,5,2009,WD,Normal,6.879355804,972
11.69441334,313,190,RM,7800,Pave,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,507,0,286,793,GasA,TA,Y,793,325,0,1,0,1,0,3,1,TA,5,Typ,1,2,410,Y,0,0,0,0,271,0,0,5,2006,WD,Normal,7.019296654,1118
12.8346813,314,20,RL,215245,Pave,IR3,Low,Inside,Sev,Timber,Norm,Norm,1Fam,1Story,7,5,1965,1965,Hip,CompShg,BrkFace,BrkFace,TA,TA,CBlock,1236,820,80,2136,GasW,TA,Y,2036,0,0,2,0,2,0,3,1,TA,8,Typ,2,2,513,Y,0,0,0,0,0,0,0,6,2009,WD,Normal,7.618742378,2036
12.08953883,315,70,RM,9600,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1925,1990,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,16,0,712,728,GasA,Ex,Y,832,809,0,0,1,1,1,3,1,Ex,6,Typ,1,2,546,Y,0,0,234,0,0,0,0,8,2006,WD,Normal,7.403061091,1641
12.14685329,316,60,RL,7795,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,425,0,291,716,GasA,Ex,Y,716,716,0,1,0,2,1,3,1,Gd,6,Typ,1,2,432,Y,100,51,0,0,0,0,0,7,2009,WD,Normal,7.266827348,1432
12.46843691,317,60,RL,13005,Pave,IR1,Lvl,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1980,1980,Gable,CompShg,CemntBd,CmentBd,Gd,TA,CBlock,692,0,153,845,GasA,TA,Y,1153,1200,0,1,0,2,1,4,1,Ex,10,Typ,1,2,484,Y,288,195,0,0,0,0,0,8,2009,WD,Normal,7.763446389,2353
12.50617724,318,60,FV,9000,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1088,1088,GasA,Ex,Y,1088,871,0,0,0,2,1,3,1,Gd,8,Typ,1,3,1025,Y,208,46,0,0,0,0,0,12,2007,WD,Normal,7.580189418,1959
12.46843691,319,60,RL,9900,Pave,Reg,Low,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,987,0,360,1347,GasA,Ex,Y,1372,1274,0,1,0,2,1,4,1,Gd,9,Typ,1,3,656,Y,340,60,144,0,0,0,0,4,2009,WD,Normal,7.880804345,2646
12.14153412,320,80,RL,14115,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,5,1980,1980,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,1036,0,336,1372,GasA,TA,Y,1472,0,0,1,0,2,0,3,1,TA,6,Typ,2,2,588,Y,233,48,0,0,0,0,0,6,2009,WD,Normal,7.294377299,1472
12.74444437,321,60,RL,16259,Pave,Reg,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,0,0,1249,1249,GasA,Ex,Y,1249,1347,0,0,0,3,1,4,1,Gd,9,Typ,0,3,840,Y,240,154,0,0,0,0,0,9,2006,New,Partial,7.861727078,2596
12.77705219,322,60,RL,12099,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,970,0,166,1136,GasA,Ex,Y,1136,1332,0,1,0,2,1,4,1,Gd,10,Typ,1,3,872,Y,184,154,0,0,0,0,0,6,2007,WD,Normal,7.811163385,2468
12.61486554,323,60,RL,10380,Pave,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1986,1987,Gable,CompShg,Plywood,Plywood,Gd,TA,CBlock,28,1474,0,1502,GasA,Ex,Y,1553,1177,0,1,0,2,1,4,1,Gd,8,Typ,1,2,576,Y,201,96,0,0,0,0,0,8,2007,WD,Normal,7.912056888,2730
11.74542511,324,20,RM,5820,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,8,1955,2005,Gable,CompShg,VinylSd,VinylSd,TA,Gd,CBlock,256,0,906,1162,GasA,Ex,Y,1163,0,0,1,0,1,0,3,1,TA,6,Typ,0,1,220,Y,142,98,0,0,0,0,0,7,2006,WD,Normal,7.058758153,1163
12.39669301,325,80,RL,11275,Pave,Reg,Lvl,Corner,Gtl,NAmes,PosN,Norm,1Fam,SLvl,7,7,1967,2007,Mansard,WdShake,Wd Sdng,Wd Sdng,Gd,Gd,CBlock,0,0,710,710,GasA,Ex,Y,1898,1080,0,0,0,2,1,5,1,Gd,11,Typ,1,2,564,Y,240,0,0,0,0,0,0,6,2010,WD,Normal,7.999007213,2978
11.3736634,326,45,RM,5000,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,RRAe,Norm,1Fam,1.5Unf,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,116,0,604,720,GasA,Po,N,803,0,0,0,0,1,0,2,1,TA,5,Typ,0,2,360,Y,0,0,244,0,0,0,0,12,2007,WD,Normal,6.688354714,803
12.68849879,327,120,RL,10846,Pave,IR1,Lvl,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,BrkFace,BrkFace,Gd,TA,PConc,1619,0,100,1719,GasA,Ex,Y,1719,0,0,2,0,1,1,1,1,Gd,6,Typ,2,2,473,Y,122,30,0,0,0,0,0,5,2008,Con,Normal,7.449498005,1719
11.88621167,328,20,RL,11600,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,565,0,818,1383,GasA,TA,Y,1383,0,0,0,0,1,1,3,1,TA,7,Typ,0,1,292,Y,0,45,0,0,0,0,0,4,2006,WD,Normal,7.232010332,1383
12.27606502,329,75,RL,11888,Pave,IR1,Bnk,Inside,Gtl,BrkSide,PosN,Norm,1Fam,2.5Unf,6,6,1916,1994,Gable,CompShg,Wd Sdng,Wd Shng,TA,TA,BrkTil,0,0,844,844,GasA,Gd,N,1445,689,0,0,0,2,0,5,1,Gd,10,Typ,0,2,441,Y,0,60,268,0,0,0,0,7,2009,WD,Normal,7.665753432,2134
11.26446411,330,70,RM,6402,Pave,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Shng,TA,TA,PConc,0,0,596,596,GasA,TA,N,596,596,0,0,0,1,0,3,1,TA,6,Typ,0,1,189,N,0,0,137,0,0,0,0,7,2009,WD,Normal,7.083387848,1192
11.68687877,331,90,RL,10624,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,4,1964,1964,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,40,264,1424,1728,GasA,TA,Y,1728,0,0,0,1,2,0,6,2,TA,10,Typ,0,1,352,Y,155,0,0,0,0,0,0,11,2007,WD,Normal,7.454719949,1728
11.84222921,332,20,RL,8176,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1992,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,846,0,210,1056,GasA,Fa,Y,1056,0,0,1,0,1,0,3,1,TA,6,Typ,0,1,308,Y,0,0,0,0,0,0,0,8,2007,WD,Normal,6.962243464,1056
12.55672952,333,20,RL,10655,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1124,479,1603,3206,GasA,Ex,Y,1629,0,0,1,0,2,0,3,1,Gd,7,Typ,1,3,880,Y,0,0,0,0,0,0,0,10,2009,WD,Normal,7.395721609,1629
12.24047407,334,120,RM,8198,Pave,Reg,Lvl,FR3,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,720,0,638,1358,GasA,Ex,Y,1358,0,0,1,0,2,0,2,1,Gd,6,Typ,1,2,484,Y,192,30,0,0,0,0,0,7,2008,WD,Normal,7.213768308,1358
12.16525065,335,60,RL,9042,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,828,0,115,943,GasA,Gd,Y,943,695,0,1,0,2,1,3,1,TA,7,Typ,2,2,472,Y,100,38,0,0,0,0,0,7,2008,WD,Normal,7.401231264,1638
12.34125892,336,190,RL,164660,Grvl,IR1,HLS,Corner,Sev,Timber,Norm,Norm,2fmCon,1.5Fin,5,6,1965,1965,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,1249,147,103,1499,GasA,Ex,Y,1619,167,0,2,0,2,0,3,1,TA,7,Typ,2,2,529,Y,670,0,0,0,0,0,700,8,2008,WD,Normal,7.487733761,1786
12.8411298,337,20,RL,14157,Pave,IR1,HLS,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1249,0,673,1922,GasA,Ex,Y,1922,0,0,1,0,2,0,3,1,Gd,8,Typ,1,3,676,Y,178,51,0,0,0,0,0,7,2007,WD,Normal,7.56112159,1922
12.27373129,338,20,RL,9135,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,810,0,726,1536,GasA,Ex,Y,1536,0,0,1,0,2,0,3,1,Gd,7,Typ,0,2,532,Y,192,74,0,0,0,0,0,12,2008,WD,Normal,7.336936914,1536
12.21849517,339,20,RL,14145,Pave,Reg,Lvl,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,7,1984,1998,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,TA,CBlock,213,0,995,1208,GasA,Ex,Y,1621,0,0,1,0,2,0,3,1,Gd,8,Typ,0,2,440,Y,108,45,0,0,0,0,400,5,2006,WD,Normal,7.390798522,1621
11.9511804,340,20,RL,12400,Pave,IR1,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,7,1958,1998,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,585,0,630,1215,GasA,TA,Y,1215,0,0,0,0,1,0,3,1,TA,6,Typ,0,1,297,Y,0,0,0,0,234,0,0,6,2009,WD,Normal,7.102499356,1215
12.22046853,341,60,RL,14191,Pave,Reg,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,967,967,GasA,Ex,Y,993,915,0,0,0,2,1,4,1,Gd,9,Typ,0,2,431,Y,135,0,0,0,0,0,0,4,2010,WD,Normal,7.553810852,1908
11.31447453,342,20,RH,8400,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,4,4,1950,1950,Gable,CompShg,Wd Sdng,AsbShng,Fa,Fa,CBlock,0,0,721,721,GasA,Gd,Y,841,0,0,0,0,1,0,2,1,TA,4,Typ,0,1,294,N,250,0,24,0,0,0,0,9,2009,WD,Normal,6.73459166,841
11.37939407,343,90,RL,8544,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1949,1950,Gable,CompShg,Stucco,Stucco,TA,TA,Slab,0,0,0,0,Wall,Fa,N,1040,0,0,0,0,2,0,2,2,TA,6,Typ,0,2,400,Y,0,0,0,0,0,0,0,5,2006,WD,Normal,6.946975992,1040
12.49125159,344,120,RL,8849,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,Ex,TA,PConc,28,0,1656,1684,GasA,Ex,Y,1684,0,0,0,0,2,0,2,1,Ex,6,Typ,1,2,564,Y,495,72,0,0,0,0,0,7,2008,WD,Normal,7.428927195,1684
11.35040654,345,160,RM,2592,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,3,1976,1976,Gable,CompShg,CemntBd,CmentBd,TA,TA,CBlock,129,232,175,536,GasA,TA,Y,536,576,0,0,0,1,1,3,1,TA,4,Typ,0,1,336,Y,182,0,0,0,0,0,0,4,2010,WD,Normal,7.013915475,1112
11.85082525,346,50,RL,6435,Pave,Reg,Lvl,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,0,0,972,972,GasA,Gd,Y,972,605,0,0,0,1,0,3,1,Fa,6,Typ,1,1,312,Y,0,0,0,0,0,0,0,10,2006,WD,Normal,7.363279587,1577
11.9283409,347,20,RL,12772,Pave,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1960,1998,Hip,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,498,0,460,958,GasA,TA,Y,958,0,0,0,0,1,0,2,1,TA,5,Typ,0,1,301,Y,0,0,0,0,0,0,15500,4,2007,WD,Normal,6.864847778,958
11.96718074,348,20,RL,17600,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,1270,0,208,1478,GasA,Ex,Y,1478,0,0,1,0,2,0,3,1,TA,6,Typ,2,2,498,Y,0,40,0,0,0,0,0,12,2009,WD,Normal,7.298445102,1478
11.94470788,349,160,RL,2448,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Gd,TA,PConc,573,0,191,764,GasA,Ex,Y,764,862,0,1,0,2,1,2,1,Gd,6,Typ,0,2,474,Y,0,27,0,0,0,0,0,10,2008,WD,Normal,7.39387829,1626
12.98804081,350,60,RL,20431,Pave,IR2,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,Ex,TA,PConc,1410,0,438,1848,GasA,Ex,Y,1848,880,0,1,0,2,1,4,1,Ex,10,Typ,2,3,706,Y,0,0,0,0,0,0,0,4,2006,New,Partial,7.911324019,2728
12.66999847,351,120,RL,7820,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2007,2007,Hip,CompShg,MetalSd,MetalSd,Ex,TA,PConc,0,0,1869,1869,GasA,Ex,Y,1869,0,0,0,0,2,0,2,1,Ex,6,Typ,1,2,617,Y,210,54,0,0,0,0,0,12,2007,New,Partial,7.533158807,1869
12.15477935,352,120,RL,5271,Pave,IR1,Low,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,5,1986,1986,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,1082,0,371,1453,GasA,Gd,Y,1453,0,0,1,0,1,1,2,1,Gd,6,Typ,1,2,445,Y,0,80,0,0,184,0,0,12,2006,WD,Abnorml,7.281385664,1453
11.46163217,353,50,RL,9084,Pave,Reg,Lvl,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,236,380,0,616,GasA,TA,N,616,495,0,0,1,1,0,3,1,TA,5,Typ,0,1,200,Y,48,0,0,0,0,0,0,3,2008,ConLw,Normal,7.01301579,1111
11.57025053,354,30,RM,8520,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,8,1928,2003,Gable,CompShg,VinylSd,VinylSd,TA,Gd,BrkTil,0,0,624,624,GasA,Gd,Y,720,0,0,0,0,1,0,2,1,TA,5,Typ,0,2,484,Y,106,0,0,0,0,0,0,5,2010,WD,Normal,6.579251212,720
11.8493977,355,50,RL,8400,Pave,Reg,Bnk,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1940,2000,Gable,CompShg,Wd Sdng,MetalSd,TA,TA,CBlock,388,0,552,940,GasA,Ex,Y,1192,403,0,0,0,1,0,2,1,TA,6,Typ,2,1,240,Y,0,0,108,0,0,0,0,6,2006,WD,Normal,7.374629015,1595
12.08672589,356,20,RL,11249,Pave,IR2,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,Gd,Gd,PConc,334,544,322,1200,GasA,Ex,Y,1200,0,0,1,0,2,0,3,1,Gd,6,Typ,0,2,521,Y,0,26,0,0,0,0,0,8,2007,WD,Normal,7.090076836,1200
12.06104687,357,20,RL,9248,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,560,0,598,1158,GasA,Gd,Y,1167,0,0,1,0,2,0,3,1,Gd,6,Typ,0,2,400,Y,120,26,0,0,0,0,0,7,2009,WD,Normal,7.062191632,1167
11.80559508,358,120,RM,4224,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,5,1976,1976,Gable,CompShg,CemntBd,CmentBd,TA,TA,PConc,874,0,268,1142,GasA,TA,Y,1142,0,0,1,0,1,1,3,1,TA,6,Typ,1,2,528,Y,536,90,0,0,0,0,0,8,2007,WD,Normal,7.04053639,1142
11.77528973,359,80,RL,6930,Pave,IR1,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,5,4,1958,1958,Hip,CompShg,Wd Sdng,ImStucc,TA,TA,CBlock,300,294,468,1062,GasA,Ex,Y,1352,0,0,0,1,1,0,3,1,Gd,6,Min2,0,1,288,Y,168,0,294,0,0,0,0,7,2006,WD,Abnorml,7.209340257,1352
12.54254488,360,60,RL,12011,Pave,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,956,0,130,1086,GasA,Ex,Y,1086,838,0,1,0,2,1,3,1,Gd,7,Typ,1,2,592,Y,208,75,0,0,374,0,0,6,2006,WD,Normal,7.562161631,1924
11.95761129,361,85,RL,7540,Pave,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1978,1978,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,773,0,115,888,GasA,Ex,Y,912,0,0,1,0,1,0,2,1,TA,5,Typ,1,2,470,Y,0,0,0,0,192,0,0,6,2007,WD,Normal,6.81563999,912
11.88448902,362,50,RL,9144,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1940,1982,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,399,0,484,883,GasA,Gd,Y,988,517,0,1,0,1,0,3,1,TA,8,Typ,0,1,240,N,0,0,0,0,0,0,0,7,2008,WD,Normal,7.316548177,1505
12.19854438,363,85,RL,7301,Pave,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,7,5,2003,2003,Gable,CompShg,HdBoard,HdBoard,Gd,TA,Slab,0,0,0,0,GasA,Ex,Y,495,1427,0,0,0,3,0,4,1,Gd,7,Typ,1,2,672,Y,0,0,177,0,0,0,0,7,2009,ConLD,Normal,7.56112159,1922
11.6784399,364,160,RM,1680,Pave,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,8,1972,2007,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,162,0,321,483,GasA,Gd,Y,483,504,0,0,0,1,1,2,1,Gd,5,Typ,0,1,264,Y,250,0,0,0,0,0,0,5,2009,WD,Normal,6.894670039,987
12.15477935,365,60,RL,18800,Pave,IR1,Lvl,FR2,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,712,0,84,796,GasA,TA,Y,790,784,0,1,0,2,1,3,1,TA,6,Typ,1,2,566,Y,306,111,0,0,0,0,0,7,2006,WD,Normal,7.361375429,1574
11.89818787,366,70,RM,10690,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,7,1920,1997,Hip,CompShg,VinylSd,VinylSd,TA,Gd,CBlock,456,0,216,672,GasA,Gd,Y,672,672,0,0,0,1,0,3,1,TA,6,Typ,0,1,468,Y,0,128,218,0,0,0,0,7,2009,WD,Normal,7.203405521,1344
11.97665948,367,20,RL,9500,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1963,1963,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,609,0,785,1394,GasA,Gd,Y,1394,0,0,1,0,1,1,3,1,TA,6,Typ,2,2,514,Y,0,76,0,0,185,0,0,7,2009,WD,Normal,7.239932591,1394
12.01370075,368,80,RL,9150,Pave,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1962,1962,Gable,Tar&Grv,Plywood,Plywood,TA,TA,CBlock,371,0,728,1099,GasA,Gd,Y,1431,0,0,0,1,1,0,3,1,TA,6,Typ,1,1,296,Y,64,110,0,0,0,0,0,12,2008,WD,Normal,7.26612878,1431
11.7905572,369,20,RL,7800,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,540,0,728,1268,GasA,Gd,Y,1268,0,0,0,0,1,0,2,1,TA,7,Typ,1,1,244,Y,0,98,0,0,0,0,0,3,2010,WD,Normal,7.145196135,1268
11.99535161,370,20,RL,9830,Pave,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,2006,Gable,CompShg,Wd Sdng,Wd Sdng,TA,Gd,CBlock,72,258,733,1063,GasA,Ex,Y,1287,0,0,1,0,1,0,3,1,Gd,7,Typ,1,2,576,Y,364,17,0,0,182,0,0,3,2010,WD,Normal,7.160069208,1287
12.05757264,371,60,RL,8121,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,0,0,953,953,GasA,Ex,Y,953,711,0,0,0,2,1,3,1,TA,7,Typ,1,2,460,Y,100,40,0,0,0,0,0,1,2006,WD,Normal,7.416979621,1664
11.80881377,372,50,RL,17120,Pave,Reg,Lvl,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1.5Fin,4,4,1959,1959,Gable,CompShg,WdShing,Plywood,TA,TA,CBlock,0,0,0,0,GasA,TA,Y,1120,468,0,0,0,2,0,4,1,TA,7,Min2,1,2,680,N,0,59,0,0,0,0,0,7,2008,WD,Normal,7.370230642,1588
11.73606902,373,120,RL,7175,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1984,1984,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,623,121,0,744,GasA,TA,Y,752,0,0,1,0,1,0,2,1,TA,4,Typ,0,1,264,Y,353,0,0,0,90,0,0,2,2010,WD,Normal,6.622736324,752
11.71993963,374,20,RL,10634,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1953,1953,Gable,CompShg,MetalSd,MetalSd,TA,TA,PConc,428,180,0,608,GasA,TA,Y,1319,0,0,1,0,1,0,3,1,TA,5,Min2,0,1,270,Y,66,0,0,0,0,0,0,11,2009,WD,Normal,7.184629153,1319
12.29910751,375,60,RL,8200,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,847,847,GasA,Ex,Y,847,1081,0,0,0,2,1,4,1,Gd,8,Typ,1,2,434,Y,100,48,0,0,0,0,0,7,2007,WD,Normal,7.564238475,1928
11.01862914,376,30,RL,10020,Pave,IR1,Low,Inside,Sev,Edwards,Norm,Norm,1Fam,1Story,1,1,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,Fa,Fa,BrkTil,350,0,333,683,GasA,Gd,N,904,0,0,1,0,0,1,1,1,Fa,4,Maj1,0,0,0,Y,0,0,0,0,0,0,0,3,2009,WD,Normal,6.80682936,904
11.90496755,377,85,RL,8846,Pave,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,298,0,572,870,GasA,Ex,Y,914,0,0,0,0,1,0,2,1,TA,5,Typ,0,2,576,Y,0,0,0,0,0,0,0,7,2006,WD,Normal,6.817830571,914
